Customer ID,Country/Region,City,State/Province,Postal Code,Region
158876,United States,Carrollton,Texas,75007,Interior
139500,United States,Decatur,Illinois,62521,Interior
126634,Canada,Vancouver,British Columbia,V5K,Pacific
131534,United States,Los Angeles,California,90036,Pacific
144043,United States,Louisville,Colorado,80027,Pacific
115945,United States,Los Angeles,California,90045,Pacific
144932,United States,Toledo,Ohio,43615,Atlantic
145737,United States,Lebanon,Tennessee,37087,Gulf
131212,United States,Bellevue,Washington,98006,Pacific
122679,United States,Los Angeles,California,90008,Pacific
142055,United States,New York City,New York,10009,Atlantic
110093,United States,Philadelphia,Pennsylvania,19134,Atlantic
158708,United States,Plano,Texas,75023,Interior
151323,United States,Seattle,Washington,98103,Pacific
151155,United States,Jackson,Mississippi,39212,Gulf
127705,United States,Lorain,Ohio,44052,Atlantic
155873,United States,Carlsbad,New Mexico,88220,Pacific
126662,United States,Los Angeles,California,90036,Pacific
115336,United States,Chicago,Illinois,60623,Interior
111234,United States,Los Angeles,California,90004,Pacific
158323,United States,Jacksonville,North Carolina,28540,Gulf
155425,United States,Tucson,Arizona,85705,Pacific
129924,United States,San Francisco,California,94122,Pacific
144400,United States,Philadelphia,Pennsylvania,19120,Atlantic
158218,United States,Houston,Texas,77041,Interior
167262,United States,Avondale,Arizona,85323,Pacific
106495,United States,Tampa,Florida,33614,Gulf
164441,United States,New York City,New York,10011,Atlantic
116232,United States,Pembroke Pines,Florida,33024,Gulf
163573,United States,Seattle,Washington,98105,Pacific
141789,United States,Minneapolis,Minnesota,55407,Interior
158729,United States,Lafayette,Louisiana,70506,Gulf
100734,United States,Philadelphia,Pennsylvania,19143,Atlantic
136007,United States,Seattle,Washington,98115,Pacific
101637,United States,Beaumont,Texas,77705,Interior
157987,United States,New York City,New York,10009,Atlantic
169411,United States,Rochester,New York,14609,Atlantic
122021,United States,Parma,Ohio,44134,Atlantic
134544,United States,San Francisco,California,94109,Pacific
161928,United States,San Francisco,California,94109,Pacific
158617,United States,Lawrence,Indiana,46226,Interior
135650,United States,Huntsville,Texas,77340,Interior
128062,United States,Philadelphia,Pennsylvania,19134,Atlantic
152030,United States,Houston,Texas,77041,Interior
120439,United States,Philadelphia,Pennsylvania,19120,Atlantic
124268,United States,New York City,New York,10035,Atlantic
127432,United States,Great Falls,Montana,59405,Pacific
136784,United States,San Francisco,California,94122,Pacific
160416,United States,Yonkers,New York,10701,Atlantic
143245,United States,Fairfield,Connecticut,06824,Atlantic
168634,United States,San Francisco,California,94109,Pacific
126270,United States,San Clemente,California,92672,Pacific
139234,United States,Chicago,Illinois,60610,Interior
146934,United States,Passaic,New Jersey,07055,Atlantic
125269,United States,Chicago,Illinois,60610,Interior
167871,United States,Homestead,Florida,33030,Gulf
139969,United States,College Station,Texas,77840,Interior
114181,United States,Philadelphia,Pennsylvania,19134,Atlantic
103702,United States,Fairfield,Ohio,45014,Atlantic
114300,United States,Louisville,Kentucky,40214,Gulf
115588,United States,Toledo,Ohio,43615,Atlantic
167164,United States,West Jordan,Utah,84084,Pacific
103058,United States,New York City,New York,10011,Atlantic
153738,Canada,Toronto,Ontario,M2N,Atlantic
105732,United States,Omaha,Nebraska,68104,Interior
139416,United States,Philadelphia,Pennsylvania,19120,Atlantic
147298,United States,Los Angeles,California,90049,Pacific
166800,United States,Las Vegas,Nevada,89115,Pacific
143749,United States,Franklin,Massachusetts,02038,Atlantic
161823,United States,San Francisco,California,94122,Pacific
104150,United States,Tulsa,Oklahoma,74133,Interior
107748,United States,Stockton,California,95207,Pacific
108287,United States,Charlotte,North Carolina,28205,Gulf
142909,United States,Mesa,Arizona,85204,Pacific
104927,United States,Houston,Texas,77095,Interior
158470,United States,Arlington,Virginia,22204,Gulf
125171,United States,New York City,New York,10009,Atlantic
109820,United States,Cincinnati,Ohio,45231,Atlantic
136483,United States,Knoxville,Tennessee,37918,Gulf
107244,United States,Los Angeles,California,90004,Pacific
104241,United States,Alexandria,Virginia,22304,Gulf
162201,United States,Saint Petersburg,Florida,33710,Gulf
142692,United States,Seattle,Washington,98105,Pacific
118738,United States,Houston,Texas,77041,Interior
156146,United States,Peoria,Arizona,85345,Pacific
111948,United States,Detroit,Michigan,48234,Interior
168921,United States,Los Angeles,California,90049,Pacific
132976,United States,Philadelphia,Pennsylvania,19140,Atlantic
167850,United States,Saint Petersburg,Florida,33710,Gulf
158281,United States,Houston,Texas,77095,Interior
169572,United States,Richmond,Virginia,23223,Gulf
164084,United States,New York City,New York,10011,Atlantic
137512,United States,Allen,Texas,75002,Interior
133368,United States,Concord,North Carolina,28027,Gulf
108987,United States,Houston,Texas,77036,Interior
146822,United States,Salem,Virginia,24153,Gulf
101483,United States,Jacksonville,North Carolina,28540,Gulf
104094,United States,Milwaukee,Wisconsin,53209,Interior
163335,United States,Columbus,Georgia,31907,Gulf
158638,United States,Philadelphia,Pennsylvania,19120,Atlantic
110947,United States,Hampton,Virginia,23666,Gulf
113222,United States,Lawrence,Indiana,46226,Interior
126123,United States,Chicago,Illinois,60623,Interior
119137,United States,Tucson,Arizona,85705,Pacific
130785,United States,San Diego,California,92105,Pacific
136728,United States,Chicago,Illinois,60623,Interior
115399,United States,Philadelphia,Pennsylvania,19134,Atlantic
148376,United States,Los Angeles,California,90008,Pacific
158435,United States,Waterbury,Connecticut,06708,Atlantic
160108,United States,Eau Claire,Wisconsin,54703,Interior
110198,United States,Coral Springs,Florida,33065,Gulf
161557,United States,Dallas,Texas,75217,Interior
116939,United States,Richmond,Virginia,23223,Gulf
122070,United States,Troy,New York,12180,Atlantic
113768,United States,Los Angeles,California,90004,Pacific
158400,United States,San Francisco,California,94109,Pacific
157644,United States,New York City,New York,10035,Atlantic
130113,United States,San Francisco,California,94122,Pacific
162747,United States,Gulfport,Mississippi,39503,Gulf
164000,United States,Philadelphia,Pennsylvania,19134,Atlantic
160066,United States,Huntington Beach,California,92646,Pacific
161795,United States,Columbus,Ohio,43229,Atlantic
144015,United States,Los Angeles,California,90036,Pacific
149797,United States,New York City,New York,10011,Atlantic
147109,United States,Arlington,Texas,76017,Interior
118857,United States,Henderson,Nevada,89015,Pacific
145702,United States,Knoxville,Tennessee,37918,Gulf
112004,United States,Chester,Pennsylvania,19013,Atlantic
125451,United States,Cranston,Rhode Island,02920,Atlantic
165029,United States,Atlanta,Georgia,30318,Gulf
123295,United States,Tucson,Arizona,85705,Pacific
135594,United States,Aurora,Illinois,60505,Interior
145261,United States,Salem,Oregon,97301,Pacific
150987,United States,San Francisco,California,94110,Pacific
107958,United States,Houston,Texas,77036,Interior
151211,United States,Louisville,Kentucky,40214,Gulf
131632,United States,Dallas,Texas,75217,Interior
125185,United States,Bethlehem,Pennsylvania,18018,Atlantic
112697,United States,Tamarac,Florida,33319,Gulf
123043,United States,New York City,New York,10024,Atlantic
154732,United States,Chicago,Illinois,60623,Interior
153983,United States,San Francisco,California,94122,Pacific
155040,United States,Brentwood,California,94513,Pacific
165050,United States,New York City,New York,10024,Atlantic
166485,United States,Nashville,Tennessee,37211,Gulf
104080,United States,Anaheim,California,92804,Pacific
146983,United States,Henderson,Kentucky,42420,Gulf
148831,United States,Louisville,Kentucky,40214,Gulf
166919,United States,Dallas,Texas,75220,Interior
147956,United States,Seattle,Washington,98105,Pacific
141243,United States,Dallas,Texas,75217,Interior
151547,United States,Bartlett,Tennessee,38134,Gulf
126165,United States,San Francisco,California,94109,Pacific
145275,United States,Decatur,Alabama,35601,Gulf
115546,United States,New York City,New York,10035,Atlantic
162278,United States,Seattle,Washington,98105,Pacific
160479,United States,Seattle,Washington,98105,Pacific
152492,United States,Miami,Florida,33142,Gulf
109715,United States,Chicago,Illinois,60623,Interior
160276,United States,Virginia Beach,Virginia,23464,Gulf
110548,United States,Houston,Texas,77095,Interior
166604,United States,Roswell,Georgia,30076,Gulf
112214,United States,Dallas,Texas,75220,Interior
113628,United States,Plantation,Florida,33317,Gulf
139780,United States,Detroit,Michigan,48205,Interior
138282,United States,Los Angeles,California,90008,Pacific
113831,United States,Springfield,Virginia,22153,Gulf
144148,United States,San Francisco,California,94122,Pacific
158869,United States,New York City,New York,10024,Atlantic
145709,United States,Coral Gables,Florida,33134,Gulf
148740,United States,San Diego,California,92024,Pacific
131387,United States,San Francisco,California,94122,Pacific
159709,United States,Kent,Washington,98031,Pacific
102330,United States,Brentwood,California,94513,Pacific
167479,United States,Roseville,California,95661,Pacific
158918,United States,Los Angeles,California,90036,Pacific
158694,United States,Los Angeles,California,90036,Pacific
107552,United States,New York City,New York,10035,Atlantic
155929,United States,Glendale,Arizona,85301,Pacific
160759,United States,Philadelphia,Pennsylvania,19120,Atlantic
116855,United States,Chesapeake,Virginia,23320,Gulf
149020,United States,Springfield,Virginia,22153,Gulf
108609,United States,Lorain,Ohio,44052,Atlantic
141313,United States,Beverly,Massachusetts,01915,Atlantic
165554,United States,Los Angeles,California,90004,Pacific
123617,United States,Palm Coast,Florida,32137,Gulf
133361,United States,Baltimore,Maryland,21215,Atlantic
111577,United States,Scottsdale,Arizona,85254,Pacific
106810,United States,Saint Petersburg,Florida,33710,Gulf
110786,United States,San Francisco,California,94110,Pacific
134474,United States,Jacksonville,Florida,32216,Gulf
138079,United States,Seattle,Washington,98115,Pacific
123946,United States,Springfield,Virginia,22153,Gulf
123015,United States,New York City,New York,10024,Atlantic
142342,United States,Apple Valley,California,92307,Pacific
155852,United States,Wilmington,North Carolina,28403,Gulf
132836,United States,Detroit,Michigan,48227,Interior
164497,United States,San Francisco,California,94110,Pacific
126347,United States,Los Angeles,California,90045,Pacific
115378,United States,Taylor,Michigan,48180,Interior
133004,United States,Lawrence,Indiana,46226,Interior
137421,United States,Chandler,Arizona,85224,Pacific
113362,United States,Rochester,New York,14609,Atlantic
131800,United States,New York City,New York,10035,Atlantic
123246,United States,San Diego,California,92037,Pacific
132542,United States,Omaha,Nebraska,68104,Interior
107944,United States,Los Angeles,California,90008,Pacific
157000,United States,Grand Prairie,Texas,75051,Interior
161340,United States,Cleveland,Ohio,44105,Atlantic
109701,United States,Los Angeles,California,90032,Pacific
145387,United States,Cranston,Rhode Island,02920,Atlantic
138457,United States,Jacksonville,North Carolina,28540,Gulf
151470,United States,Las Vegas,Nevada,89115,Pacific
100573,United States,Los Angeles,California,90004,Pacific
145905,United States,Auburn,Alabama,36830,Gulf
157903,United States,Des Plaines,Illinois,60016,Interior
124821,United States,Seattle,Washington,98115,Pacific
104731,United States,Salem,Virginia,24153,Gulf
148096,United States,Los Angeles,California,90045,Pacific
127964,United States,New York City,New York,10035,Atlantic
165449,United States,Frisco,Texas,75034,Interior
154403,United States,Florence,Alabama,35630,Gulf
114174,United States,Malden,Massachusetts,02148,Atlantic
120250,United States,Philadelphia,Pennsylvania,19140,Atlantic
136322,United States,Fort Lauderdale,Florida,33311,Gulf
103674,United States,Los Angeles,California,90032,Pacific
143021,United States,New York City,New York,10011,Atlantic
124737,United States,Denver,Colorado,80219,Pacific
146969,United States,Los Angeles,California,90045,Pacific
113047,United States,Rock Hill,South Carolina,29730,Gulf
105270,United States,Los Angeles,California,90008,Pacific
164588,United States,Columbus,Georgia,31907,Gulf
168893,United States,Henderson,Kentucky,42420,Gulf
128412,United States,Seattle,Washington,98105,Pacific
168228,United States,Los Angeles,California,90045,Pacific
146136,United States,Palm Coast,Florida,32137,Gulf
132059,United States,Fort Collins,Colorado,80525,Pacific
126438,Canada,Montreal,Quebec,H1C,Atlantic
115189,United States,Philadelphia,Pennsylvania,19143,Atlantic
139374,United States,Austin,Texas,78745,Interior
126396,United States,Houston,Texas,77070,Interior
157882,United States,Los Angeles,California,90036,Pacific
164427,United States,Hattiesburg,Mississippi,39401,Gulf
149468,United States,Trenton,Michigan,48183,Interior
140844,United States,New York City,New York,10035,Atlantic
134481,United States,Franklin,Massachusetts,02038,Atlantic
115056,United States,Columbus,Ohio,43229,Atlantic
105767,United States,Philadelphia,Pennsylvania,19134,Atlantic
112319,United States,Los Angeles,California,90004,Pacific
147536,United States,New York City,New York,10024,Atlantic
111808,United States,Tulsa,Oklahoma,74133,Interior
122588,United States,Woonsocket,Rhode Island,02895,Atlantic
136987,United States,Los Angeles,California,90004,Pacific
123505,United States,Quincy,Massachusetts,02169,Atlantic
138037,United States,San Francisco,California,94109,Pacific
138289,United States,Jackson,Michigan,49201,Interior
154935,United States,New York City,New York,10024,Atlantic
157588,United States,Columbus,Georgia,31907,Gulf
109218,United States,Los Angeles,California,90004,Pacific
160213,United States,Long Beach,New York,11561,Atlantic
132304,United States,Seattle,Washington,98103,Pacific
148110,United States,Austin,Texas,78745,Interior
160745,United States,Vancouver,Washington,98661,Pacific
108343,United States,New York City,New York,10009,Atlantic
118724,United States,Concord,California,94521,Pacific
141425,United States,Columbus,Ohio,43229,Atlantic
150126,United States,New York City,New York,10035,Atlantic
162901,United States,Arlington,Virginia,22204,Gulf
148747,United States,San Francisco,California,94110,Pacific
113481,United States,Jacksonville,North Carolina,28540,Gulf
162691,United States,Austin,Texas,78745,Interior
147655,United States,Redmond,Oregon,97756,Pacific
101749,United States,Pasadena,California,91104,Pacific
156160,United States,New York City,New York,10035,Atlantic
132913,United States,San Diego,California,92037,Pacific
127509,United States,Springfield,Missouri,65807,Interior
104311,United States,Irving,Texas,75061,Interior
119865,United States,New York City,New York,10011,Atlantic
150007,United States,Chicago,Illinois,60653,Interior
145877,United States,Springfield,Missouri,65807,Interior
136448,United States,Philadelphia,Pennsylvania,19143,Atlantic
108063,United States,Charlottesville,Virginia,22901,Gulf
149461,United States,Auburn,Washington,98002,Pacific
162929,United States,New York City,New York,10035,Atlantic
110408,United States,Montgomery,Alabama,36116,Gulf
144253,United States,New York City,New York,10024,Atlantic
143154,United States,Longmont,Colorado,80501,Pacific
112515,United States,Provo,Utah,84604,Pacific
117926,United States,San Francisco,California,94109,Pacific
149958,United States,Tampa,Florida,33614,Gulf
128538,United States,Redondo Beach,California,90278,Pacific
150749,United States,Springfield,Virginia,22153,Gulf
143700,United States,Philadelphia,Pennsylvania,19140,Atlantic
114405,United States,Philadelphia,Pennsylvania,19120,Atlantic
118913,United States,Los Angeles,California,90049,Pacific
101049,United States,Cleveland,Ohio,44105,Atlantic
114209,United States,Dallas,Texas,75081,Interior
134775,United States,San Francisco,California,94109,Pacific
163755,United States,Seattle,Washington,98103,Pacific
106677,United States,Philadelphia,Pennsylvania,19134,Atlantic
164196,United States,Noblesville,Indiana,46060,Interior
149706,United States,Palatine,Illinois,60067,Interior
162684,United States,Philadelphia,Pennsylvania,19120,Atlantic
101392,United States,Seattle,Washington,98103,Pacific
146745,United States,San Francisco,California,94110,Pacific
155404,United States,Louisville,Kentucky,40214,Gulf
129224,United States,Knoxville,Tennessee,37918,Gulf
124597,United States,Boynton Beach,Florida,33437,Gulf
100314,United States,Pasadena,Texas,77506,Interior
111360,United States,Akron,Ohio,44312,Atlantic
120243,United States,Los Angeles,California,90004,Pacific
133977,United States,Tamarac,Florida,33319,Gulf
100468,United States,Los Angeles,California,90045,Pacific
106355,United States,Meriden,Connecticut,06450,Atlantic
102407,United States,Los Angeles,California,90004,Pacific
146500,United States,Bristol,Connecticut,06010,Atlantic
146731,United States,Nashville,Tennessee,37211,Gulf
123113,United States,Morristown,New Jersey,07960,Atlantic
108210,United States,Houston,Texas,77041,Interior
116603,United States,New York City,New York,10024,Atlantic
112893,United States,Stockton,California,95207,Pacific
153787,United States,Seattle,Washington,98115,Pacific
106824,United States,Los Angeles,California,90049,Pacific
135034,United States,Chicago,Illinois,60653,Interior
103443,United States,New York City,New York,10009,Atlantic
149678,United States,Farmington,New Mexico,87401,Pacific
129112,United States,Allen,Texas,75002,Interior
123001,United States,Bakersfield,California,93309,Pacific
143798,United States,Philadelphia,Pennsylvania,19140,Atlantic
103905,United States,Aurora,Illinois,60505,Interior
144519,United States,Helena,Montana,59601,Pacific
120824,United States,Houston,Texas,77070,Interior
163216,United States,Philadelphia,Pennsylvania,19143,Atlantic
136812,United States,Oklahoma City,Oklahoma,73120,Interior
107321,United States,San Francisco,California,94110,Pacific
118157,United States,Minneapolis,Minnesota,55407,Interior
102652,United States,Los Angeles,California,90049,Pacific
101427,United States,Philadelphia,Pennsylvania,19140,Atlantic
139934,United States,San Francisco,California,94110,Pacific
137428,United States,Oceanside,California,92054,Pacific
158442,United States,Dallas,Texas,75217,Interior
148586,United States,New York City,New York,10009,Atlantic
151253,United States,Los Angeles,California,90008,Pacific
130876,United States,New York City,New York,10024,Atlantic
100993,United States,San Diego,California,92037,Pacific
110940,United States,Wheeling,Illinois,60090,Interior
169642,United States,Los Angeles,California,90036,Pacific
141810,United States,San Antonio,Texas,78207,Interior
103947,United States,Sierra Vista,Arizona,85635,Pacific
112928,United States,Toledo,Ohio,43615,Atlantic
118136,United States,Inglewood,California,90301,Pacific
115168,United States,Saint Charles,Missouri,63301,Interior
107083,United States,Fort Worth,Texas,76106,Interior
124506,United States,Chicago,Illinois,60623,Interior
169838,United States,Jackson,Michigan,49201,Interior
155166,United States,Vineland,New Jersey,08360,Atlantic
118941,United States,Columbia,Maryland,21044,Atlantic
130043,United States,Houston,Texas,77070,Interior
158561,United States,Fort Lauderdale,Florida,33311,Gulf
102379,United States,Oakland,California,94601,Pacific
147543,United States,El Cajon,California,92020,Pacific
113859,United States,Odessa,Texas,79762,Interior
158351,United States,Philadelphia,Pennsylvania,19134,Atlantic
123050,United States,Troy,New York,12180,Atlantic
149335,United States,San Francisco,California,94122,Pacific
143910,United States,New York City,New York,10011,Atlantic
134369,United States,Laguna Niguel,California,92677,Pacific
113530,United States,San Francisco,California,94109,Pacific
120418,United States,Peoria,Arizona,85345,Pacific
120677,United States,Minneapolis,Minnesota,55407,Interior
121699,United States,Detroit,Michigan,48227,Interior
136406,United States,San Francisco,California,94110,Pacific
148593,United States,Los Angeles,California,90045,Pacific
130680,United States,San Diego,California,92024,Pacific
167241,United States,Los Angeles,California,90004,Pacific
110086,United States,Woodland,California,95695,Pacific
119165,United States,Philadelphia,Pennsylvania,19143,Atlantic
122735,United States,Providence,Rhode Island,02908,Atlantic
158071,United States,Seattle,Washington,98103,Pacific
117485,United States,Tulsa,Oklahoma,74133,Interior
107125,United States,Los Angeles,California,90045,Pacific
140795,United States,Green Bay,Wisconsin,54302,Interior
151015,United States,Chicago,Illinois,60653,Interior
167696,United States,Newport News,Virginia,23602,Gulf
117828,United States,Richmond,Virginia,23223,Gulf
105935,United States,Columbus,Georgia,31907,Gulf
133312,United States,San Francisco,California,94122,Pacific
163923,United States,Springfield,Virginia,22153,Gulf
124716,United States,Fresno,California,93727,Pacific
157147,United States,San Francisco,California,94109,Pacific
164406,United States,San Francisco,California,94122,Pacific
123960,United States,Monroe,Louisiana,71203,Gulf
158792,United States,Lawrence,Massachusetts,01841,Atlantic
112102,United States,Springfield,Virginia,22153,Gulf
105746,United States,Lancaster,Pennsylvania,17602,Atlantic
144694,United States,Miami,Florida,33180,Gulf
152254,United States,Wilmington,North Carolina,28403,Gulf
111976,United States,Philadelphia,Pennsylvania,19120,Atlantic
157686,United States,San Francisco,California,94122,Pacific
111941,United States,New York City,New York,10035,Atlantic
100202,United States,Anaheim,California,92804,Pacific
130211,United States,Lawton,Oklahoma,73505,Interior
152422,United States,Columbus,Ohio,43229,Atlantic
110814,United States,New York City,New York,10009,Atlantic
109589,United States,Bowling Green,Kentucky,42104,Gulf
128139,United States,Richmond,Kentucky,40475,Gulf
165015,United States,Newark,Ohio,43055,Atlantic
146192,United States,Columbus,Georgia,31907,Gulf
125472,United States,Lafayette,Louisiana,70506,Gulf
168396,United States,San Francisco,California,94122,Pacific
101574,United States,Los Angeles,California,90032,Pacific
122182,United States,Philadelphia,Pennsylvania,19143,Atlantic
148698,United States,Houston,Texas,77070,Interior
165918,United States,Edmonds,Washington,98026,Pacific
124667,United States,New York City,New York,10011,Atlantic
145338,United States,Philadelphia,Pennsylvania,19120,Atlantic
115105,United States,New York City,New York,10024,Atlantic
166912,United States,New York City,New York,10009,Atlantic
128307,United States,Houston,Texas,77041,Interior
155985,United States,San Francisco,California,94122,Pacific
105046,United States,Rome,New York,13440,Atlantic
137596,United States,Jackson,Michigan,49201,Interior
161662,United States,Lancaster,Ohio,43130,Atlantic
125220,United States,Appleton,Wisconsin,54915,Interior
108630,United States,Concord,California,94521,Pacific
141782,United States,Aurora,Illinois,60505,Interior
121314,United States,Miami,Florida,33178,Gulf
122406,United States,Providence,Rhode Island,02908,Atlantic
115924,United States,Des Moines,Iowa,50315,Interior
118052,United States,Lorain,Ohio,44052,Atlantic
146857,United States,Springfield,Missouri,65807,Interior
140774,United States,Olathe,Kansas,66062,Interior
166324,United States,Cleveland,Ohio,44105,Atlantic
109904,United States,New York City,New York,10009,Atlantic
117345,United States,Charlotte,North Carolina,28205,Gulf
137281,United States,Roswell,Georgia,30076,Gulf
116750,United States,Fayetteville,North Carolina,28314,Gulf
116260,United States,Vineland,New Jersey,08360,Atlantic
100041,United States,Columbus,Indiana,47201,Interior
120908,United States,Philadelphia,Pennsylvania,19120,Atlantic
141355,United States,Aurora,Colorado,80013,Pacific
137729,United States,Los Angeles,California,90004,Pacific
105452,United States,Pasadena,Texas,77506,Interior
103380,United States,Pasadena,California,91104,Pacific
165568,United States,Seattle,Washington,98105,Pacific
145758,United States,New York City,New York,10024,Atlantic
159940,United States,Aurora,Illinois,60505,Interior
156265,United States,Los Angeles,California,90032,Pacific
134495,United States,Jacksonville,Florida,32216,Gulf
124779,United States,Arlington,Texas,76017,Interior
133333,United States,Green Bay,Wisconsin,54302,Interior
114804,United States,Modesto,California,95351,Pacific
163013,United States,Montgomery,Alabama,36116,Gulf
140676,United States,Baltimore,Maryland,21215,Atlantic
117128,United States,New York City,New York,10024,Atlantic
167724,United States,Baltimore,Maryland,21215,Atlantic
110184,United States,Los Angeles,California,90036,Pacific
151799,Canada,Toronto,Ontario,M3C,Atlantic
138247,United States,Los Angeles,California,90045,Pacific
145835,United States,Chicago,Illinois,60623,Interior
113327,United States,Jacksonville,North Carolina,28540,Gulf
159891,United States,Atlanta,Georgia,30318,Gulf
149111,United States,Raleigh,North Carolina,27604,Gulf
120460,United States,Dallas,Texas,75081,Interior
162348,United States,Sacramento,California,95823,Pacific
119039,United States,San Francisco,California,94109,Pacific
103219,United States,New York City,New York,10035,Atlantic
154662,United States,Minneapolis,Minnesota,55407,Interior
106859,United States,Albuquerque,New Mexico,87105,Pacific
102729,United States,Dallas,Texas,75217,Interior
148040,United States,Tucson,Arizona,85705,Pacific
169012,United States,Columbus,Georgia,31907,Gulf
161130,United States,Miami,Florida,33178,Gulf
114377,United States,Hampton,Virginia,23666,Gulf
155390,United States,Memphis,Tennessee,38109,Gulf
141565,United States,Nashville,Tennessee,37211,Gulf
120901,United States,Austin,Texas,78745,Interior
134110,United States,The Colony,Texas,75056,Interior
117198,United States,Monroe,Louisiana,71203,Gulf
169005,United States,Springfield,Virginia,22153,Gulf
165715,United States,Greensboro,North Carolina,27405,Gulf
127523,United States,Watertown,New York,13601,Atlantic
108588,United States,New York City,New York,10009,Atlantic
153682,United States,Cincinnati,Ohio,45231,Atlantic
162852,United States,Woodstock,Illinois,60098,Interior
121412,United States,Louisville,Colorado,80027,Pacific
105543,United States,Garden City,Kansas,67846,Interior
164749,United States,Delray Beach,Florida,33445,Gulf
154200,United States,San Diego,California,92105,Pacific
165995,United States,Los Angeles,California,90008,Pacific
145240,United States,Houston,Texas,77070,Interior
119389,United States,Philadelphia,Pennsylvania,19120,Atlantic
135419,United States,Bakersfield,California,93309,Pacific
123625,Canada,Quebec City,Quebec,G1B,Atlantic
141531,Canada,Quebec City,Quebec,G1B,Atlantic
135480,Canada,Quebec City,Quebec,G1B,Atlantic
115812,United States,Los Angeles,California,90032,Pacific
140914,United States,Chicago,Illinois,60653,Interior
130491,United States,Garden City,Kansas,67846,Interior
149300,United States,Hialeah,Florida,33012,Gulf
112123,United States,Newark,Delaware,19711,Atlantic
127306,United States,Johnson City,Tennessee,37604,Gulf
112865,United States,Philadelphia,Pennsylvania,19140,Atlantic
135587,United States,Hattiesburg,Mississippi,39401,Gulf
125612,United States,New York City,New York,10035,Atlantic
140452,United States,Chicago,Illinois,60610,Interior
113110,United States,San Bernardino,California,92404,Pacific
130799,United States,San Francisco,California,94110,Pacific
117009,United States,Santa Ana,California,92704,Pacific
151183,United States,San Francisco,California,94110,Pacific
139892,United States,San Antonio,Texas,78207,Interior
106278,United States,Des Moines,Washington,98198,Pacific
126004,United States,New York City,New York,10024,Atlantic
121706,United States,Santa Barbara,California,93101,Pacific
105102,United States,New York City,New York,10035,Atlantic
160304,United States,Gaithersburg,Maryland,20877,Atlantic
142615,United States,Montebello,California,90640,Pacific
129203,United States,Chicago,Illinois,60653,Interior
155642,United States,Chicago,Illinois,60653,Interior
165155,United States,Los Angeles,California,90045,Pacific
165379,United States,Dallas,Texas,75217,Interior
125514,United States,Omaha,Nebraska,68104,Interior
134733,United States,San Diego,California,92037,Pacific
124107,United States,Ann Arbor,Michigan,48104,Interior
100454,United States,New York City,New York,10035,Atlantic
163202,United States,Lancaster,Ohio,43130,Atlantic
167101,United States,New York City,New York,10009,Atlantic
149048,United States,Columbus,Indiana,47201,Interior
152912,United States,Columbia,Maryland,21044,Atlantic
121678,United States,Elyria,Ohio,44035,Atlantic
102519,United States,Milwaukee,Wisconsin,53209,Interior
